ConcentrationObservationID,PhysicalEventID,Year,Treatment,Analyte,Observed,Predicted,Lower95,Upper95,residual_observed_minus_predicted,standardized_discrepancy_Bayes,y_true,y_pred,standardized_discrepancy_ML,BayesMLAbsolutePredictionDifference_mg_L,review_note
CO_66e4b26a83b164bdc86c,PE_6c85627a623e6c9dfbb4,2025,MT,TSS,14740.0,5505.443786964755,3757.259859178036,7312.797086909409,9234.556213035245,11.044629234084091,14740.0,247.01364635651555,6.290066373663138,5258.4301406082395,Descriptive disagreement only; no automatic error label or exclusion.
CO_3573b846517b985c4249,PE_6c85627a623e6c9dfbb4,2025,MT,TSS,2170.0,5505.443786964755,3757.259859178036,7312.797086909409,-3335.4437869647554,-3.989226889555834,2169.9999999999995,252.09774922248425,0.832384172676442,5253.346037742271,Descriptive disagreement only; no automatic error label or exclusion.
CO_071c3f4dcc4b4b2c6218,PE_6c85627a623e6c9dfbb4,2025,MT,TSS,1530.0,5505.443786964755,3757.259859178036,7312.797086909409,-3975.4437869647554,-4.754673820274176,1530.0000000000005,265.35752936223327,0.5488644565835193,5240.086257602522,Descriptive disagreement only; no automatic error label or exclusion.
CO_5b6be5b2da6e7c5a3971,PE_6c85627a623e6c9dfbb4,2025,MT,TSS,18413.333,5505.443786964755,3757.259859178036,7312.797086909409,12907.889213035243,15.437975281515962,18413.332999999988,275.23186049030306,7.872073931198392,5230.211926474452,Descriptive disagreement only; no automatic error label or exclusion.
CO_f8f7829ee6f860c7dd0e,PE_c63b91d3075e6834f32e,2025,MT,TSS,9643.333,5471.165776431356,3742.27609097334,7256.290803291891,4172.167223568645,4.989957180819194,9643.333000000002,293.76443966979474,4.057783908338991,5177.401336761561,Descriptive disagreement only; no automatic error label or exclusion.
CO_bef43eed024c7845c7c5,PE_c63b91d3075e6834f32e,2025,MT,TSS,22596.667,5471.165776431356,3742.27609097334,7256.290803291891,17125.501223568644,20.48228491967785,22596.66700000002,323.0160031071244,9.666934042137086,5148.149773324231,Descriptive disagreement only; no automatic error label or exclusion.
CO_1b2267297dc6d4f905b8,PE_c63b91d3075e6834f32e,2025,MT,TSS,2493.333,5471.165776431356,3742.27609097334,7256.290803291891,-2977.832776431356,-3.561520248299779,2493.333000000001,347.8879483002595,0.9311394799489288,5123.277828131097,Descriptive disagreement only; no automatic error label or exclusion.
CO_016f6a283da4a0d09e61,PE_c63b91d3075e6834f32e,2025,MT,TSS,1846.667,5471.165776431356,3742.27609097334,7256.290803291891,-3624.498776431356,-4.334939787205884,1846.667,380.8541861753069,0.6361739164961925,5090.311590256049,Descriptive disagreement only; no automatic error label or exclusion.
CO_c53b03c6ab86089413fb,PE_39c8810e26ab4ca7933c,2025,MT,TSS,10183.333,5252.364853698864,3512.951522739637,7031.210601592731,4930.968146301137,5.89749130165018,10183.333000000006,358.8809679927573,4.26388694905932,4893.483885706107,Descriptive disagreement only; no automatic error label or exclusion.
CO_720d396fbfe065be19ff,PE_39c8810e26ab4ca7933c,2025,MT,TSS,21130.0,5252.364853698864,3512.951522739637,7031.210601592731,15877.635146301136,18.98982357781542,21129.999999999996,402.3528231282425,8.995956618672869,4850.012030570621,Descriptive disagreement only; no automatic error label or exclusion.
