_wq_idx,Date,Year,Irrigation,Rep,Treatment,InflowOutflow,SampleID,FF,Composite,Duplicate,Flag,NoRunoff,Volume,SampleMethod,MeasureMethod,IrrMethod,FlumeMethod,TSSMethod,Lab,Notes,Analyte,Result_mg_L,Inflow_Result_mg_L,Inflow_Flag,Inflow_Volume,Has_Inflow,MDL_Provided,RL_Provided,RLMDL_Provided_Units,RLMDL_Method,MDL_mg_L,RL_mg_L,RLMDL_Source,RLMDL_Assumed,PlantDate,HarvestDate,SeasonYear,Crop,previous_crop,CumAll_STIR_toDate,Season_STIR_toDate
10077,2012-08-08,2012,8,1,CT,OUT,CT1-08-OT,,,False,,,5919.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TSP,,,,103049.18,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
11188,2012-08-08,2012,8,1,CT,OUT,CT1-08-OT,,,False,,,5919.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Selenium,,,,103049.18,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
12299,2012-08-08,2012,8,1,CT,OUT,CT1-08-OT,,,False,,,5919.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,NPOC,,,,103049.18,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
13410,2012-08-08,2012,8,1,CT,OUT,CT1-08-OT,,,False,,,5919.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TDS,,,,103049.18,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
14521,2012-08-08,2012,8,1,CT,OUT,CT1-08-OT,,,False,,,5919.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TSS,1992.12,,,103049.18,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
81,2012-08-09,2012,8,2,CT,OUT,CT2-08-OT,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,OrthoP,,,,96715.37,False,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
1192,2012-08-09,2012,8,2,CT,OUT,CT2-08-OT,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TotalP,,,,96715.37,False,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
2303,2012-08-09,2012,8,2,CT,OUT,CT2-08-OT,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,ICP,,,,96715.37,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
3414,2012-08-09,2012,8,2,CT,OUT,CT2-08-OT,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TKN,,,,96715.37,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
4525,2012-08-09,2012,8,2,CT,OUT,CT2-08-OT,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Nitrate,,,,96715.37,False,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
5636,2012-08-09,2012,8,2,CT,OUT,CT2-08-OT,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Nitrite,,,,96715.37,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
6747,2012-08-09,2012,8,2,CT,OUT,CT2-08-OT,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,NitrateNitrite,,,,96715.37,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
7858,2012-08-09,2012,8,2,CT,OUT,CT2-08-OT,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TotalN,,,,96715.37,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
8969,2012-08-09,2012,8,2,CT,OUT,CT2-08-OT,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Ammonium(NH4),,,,96715.37,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
10080,2012-08-09,2012,8,2,CT,OUT,CT2-08-OT,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TSP,,,,96715.37,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
11191,2012-08-09,2012,8,2,CT,OUT,CT2-08-OT,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Selenium,,,,96715.37,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
12302,2012-08-09,2012,8,2,CT,OUT,CT2-08-OT,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,NPOC,,,,96715.37,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
13413,2012-08-09,2012,8,2,CT,OUT,CT2-08-OT,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TDS,,,,96715.37,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
14524,2012-08-09,2012,8,2,CT,OUT,CT2-08-OT,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TSS,2152.29,,,96715.37,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
84,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,OrthoP,,,,113946.0,False,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
1195,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TotalP,,,,113946.0,False,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
2306,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,ICP,,,,113946.0,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
3417,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TKN,,,,113946.0,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
4528,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Nitrate,,,,113946.0,False,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
5639,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Nitrite,,,,113946.0,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
6750,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,NitrateNitrite,,,,113946.0,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
7861,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TotalN,,,,113946.0,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
8972,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Ammonium(NH4),,,,113946.0,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
10083,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TSP,,,,113946.0,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
11194,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Selenium,,,,113946.0,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
12305,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,NPOC,,,,113946.0,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
13416,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TDS,,,,113946.0,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
14527,2012-08-19,2012,9,1,CT,OUT,CT1-09-OT,,,False,,,4758.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TSS,795.06,,,113946.0,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
87,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,OrthoP,,,,89521.56,False,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
1198,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TotalP,,,,89521.56,False,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
2309,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,ICP,,,,89521.56,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
3420,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TKN,,,,89521.56,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
4531,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Nitrate,,,,89521.56,False,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
5642,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Nitrite,,,,89521.56,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
6753,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,NitrateNitrite,,,,89521.56,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
7864,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TotalN,,,,89521.56,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
8975,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Ammonium(NH4),,,,89521.56,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
10086,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TSP,,,,89521.56,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
11197,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Selenium,,,,89521.56,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
12308,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,NPOC,,,,89521.56,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
13419,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TDS,,,,89521.56,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
14530,2012-08-20,2012,9,2,CT,OUT,CT2-09-OT,,,False,,,18085.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TSS,811.92,,,89521.56,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
90,2012-08-30,2012,10,1,CT,OUT,CT1-10-OT,,,False,,,3753.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,OrthoP,,,,82991.51,False,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
1201,2012-08-30,2012,10,1,CT,OUT,CT1-10-OT,,,False,,,3753.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TotalP,,,,82991.51,False,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
2312,2012-08-30,2012,10,1,CT,OUT,CT1-10-OT,,,False,,,3753.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,ICP,,,,82991.51,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
3423,2012-08-30,2012,10,1,CT,OUT,CT1-10-OT,,,False,,,3753.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TKN,,,,82991.51,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
4534,2012-08-30,2012,10,1,CT,OUT,CT1-10-OT,,,False,,,3753.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Nitrate,,,,82991.51,False,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
5645,2012-08-30,2012,10,1,CT,OUT,CT1-10-OT,,,False,,,3753.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Nitrite,,,,82991.51,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
6756,2012-08-30,2012,10,1,CT,OUT,CT1-10-OT,,,False,,,3753.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,NitrateNitrite,,,,82991.51,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
7867,2012-08-30,2012,10,1,CT,OUT,CT1-10-OT,,,False,,,3753.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TotalN,,,,82991.51,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
8978,2012-08-30,2012,10,1,CT,OUT,CT1-10-OT,,,False,,,3753.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Ammonium(NH4),,,,82991.51,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
10089,2012-08-30,2012,10,1,CT,OUT,CT1-10-OT,,,False,,,3753.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TSP,,,,82991.51,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
11200,2012-08-30,2012,10,1,CT,OUT,CT1-10-OT,,,False,,,3753.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Selenium,,,,82991.51,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
12311,2012-08-30,2012,10,1,CT,OUT,CT1-10-OT,,,False,,,3753.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,NPOC,,,,82991.51,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
13422,2012-08-30,2012,10,1,CT,OUT,CT1-10-OT,,,False,,,3753.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TDS,,,,82991.51,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
14533,2012-08-30,2012,10,1,CT,OUT,CT1-10-OT,,,False,,,3753.0,GBW,Ruler,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TSS,609.6,,,82991.51,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
93,2012-08-31,2012,10,2,CT,OUT,CT2-10-OT,,,False,,,26764.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,OrthoP,,,,89018.96,False,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
1204,2012-08-31,2012,10,2,CT,OUT,CT2-10-OT,,,False,,,26764.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TotalP,,,,89018.96,False,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
2315,2012-08-31,2012,10,2,CT,OUT,CT2-10-OT,,,False,,,26764.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,ICP,,,,89018.96,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
3426,2012-08-31,2012,10,2,CT,OUT,CT2-10-OT,,,False,,,26764.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TKN,,,,89018.96,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
4537,2012-08-31,2012,10,2,CT,OUT,CT2-10-OT,,,False,,,26764.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Nitrate,,,,89018.96,False,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
5648,2012-08-31,2012,10,2,CT,OUT,CT2-10-OT,,,False,,,26764.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Nitrite,,,,89018.96,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
6759,2012-08-31,2012,10,2,CT,OUT,CT2-10-OT,,,False,,,26764.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,NitrateNitrite,,,,89018.96,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
7870,2012-08-31,2012,10,2,CT,OUT,CT2-10-OT,,,False,,,26764.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TotalN,,,,89018.96,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
8981,2012-08-31,2012,10,2,CT,OUT,CT2-10-OT,,,False,,,26764.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Ammonium(NH4),,,,89018.96,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
10092,2012-08-31,2012,10,2,CT,OUT,CT2-10-OT,,,False,,,26764.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TSP,,,,89018.96,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
11203,2012-08-31,2012,10,2,CT,OUT,CT2-10-OT,,,False,,,26764.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,Selenium,,,,89018.96,False,,1.5,UG/L,EPA200.8 [SE200.8]_W,,0.0015,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
12314,2012-08-31,2012,10,2,CT,OUT,CT2-10-OT,,,False,,,26764.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,NPOC,,,,89018.96,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
13425,2012-08-31,2012,10,2,CT,OUT,CT2-10-OT,,,False,,,26764.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TDS,,,,89018.96,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
14536,2012-08-31,2012,10,2,CT,OUT,CT2-10-OT,,,False,,,26764.0,GBW,Transducer,Siphon,7 V,Imhoff Cones,TSS tested in-lab,,TSS,643.32,,,89018.96,False,,,,,,,ALS_pre2023,False,2012-05-03,2012-11-01,2012,grain corn,grain corn,485.07875,204.66875000000005
96,2013-06-19,2013,1,1,CT,OUT,,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",The analyte values are averages over the irrigation period,OrthoP,,,,,False,0.34,0.75,MG/L,EPA300.0 [300OPHOS]_W,0.34,0.75,CSU_assumed_from_ALS_pre2023,True,2013-05-14,2013-09-30,2013,silage corn,grain corn,679.185,54.518749999999955
1207,2013-06-19,2013,1,1,CT,OUT,,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",The analyte values are averages over the irrigation period,TotalP,,,,,False,0.033,0.05,MG/L,EPA365.2 [365.2TPHOS]_W,0.033,0.05,CSU_assumed_from_ALS_pre2023,True,2013-05-14,2013-09-30,2013,silage corn,grain corn,679.185,54.518749999999955
2318,2013-06-19,2013,1,1,CT,OUT,,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",The analyte values are averages over the irrigation period,ICP,,,,,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2013-05-14,2013-09-30,2013,silage corn,grain corn,679.185,54.518749999999955
3429,2013-06-19,2013,1,1,CT,OUT,,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",The analyte values are averages over the irrigation period,TKN,,,,,False,,,,,,,CSU_assumed_from_ALS_pre2023,True,2013-05-14,2013-09-30,2013,silage corn,grain corn,679.185,54.518749999999955
4540,2013-06-19,2013,1,1,CT,OUT,,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",The analyte values are averages over the irrigation period,Nitrate,,,,,False,0.19,0.2,MG/L,EPA300.0 [300Nitrate]_W,0.19,0.2,CSU_assumed_from_ALS_pre2023,True,2013-05-14,2013-09-30,2013,silage corn,grain corn,679.185,54.518749999999955
5651,2013-06-19,2013,1,1,CT,OUT,,,,False,,,,GBW,Transducer,Siphon,7 V,Imhoff Cones,"CSU Soil, Water and Plant Testing Laboratory - NESB A319",The analyte values are averages over the irrigation period,Nitrite,,,,,False,0.11,0.15,MG/L,EPA300.0 [300Nitrite]_W,0.11,0.15,CSU_assumed_from_ALS_pre2023,True,2013-05-14,2013-09-30,2013,silage corn,grain corn,679.185,54.518749999999955
