Method,Scenario,Analyte,ComparisonTreatment,absolute_mean_kg,absolute_median_kg,absolute_lower_95_kg,absolute_upper_95_kg,n_absolute_draws,n_total_draws,n_valid_percent_draws,probability_treatment_lower_than_ct,n_invalid_percent_draws,fraction_invalid_percent_draws,definition,Median_95_interval_percent
BayesSensitivity,annual_draw_truncation_at_zero,TN,MT,0.9321807030384325,0.9800312146561883,-2.5477617071143213,4.222109209370816,1500,1500,1500,0.7446666666666667,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","6.917 (-17.78, 29.04)"
BayesSensitivity,annual_draw_truncation_at_zero,TN,ST,0.5622182956132192,0.6018822647883928,-2.825300085682681,3.6946323607954334,1500,1500,1500,0.6413333333333333,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","4.203 (-20.33, 26.28)"
BayesSensitivity,annual_draw_truncation_at_zero,TP,MT,-0.44221419632618336,-0.44923843492452353,-1.1603015528725722,0.27698725407060587,1500,1500,1500,0.09466666666666666,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","-31.31 (-156, 11.82)"
BayesSensitivity,annual_draw_truncation_at_zero,TP,ST,-0.31197823090590837,-0.29917605245961587,-1.0202853286911269,0.30909660552942897,1500,1500,1500,0.166,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","-21.21 (-97.22, 19.71)"
BayesSensitivity,annual_draw_truncation_at_zero,TSS,MT,171.52563377302482,146.9018707126986,-483.10070608731706,945.4696812342485,1500,1500,1500,0.6813333333333333,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","7.784 (-34.6, 36.79)"
BayesSensitivity,annual_draw_truncation_at_zero,TSS,ST,200.3439390250898,191.88204310941433,-429.50665771497637,878.8699756156891,1500,1500,1500,0.722,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","10.53 (-27.54, 39.86)"
BayesSensitivity,raw_annual_draws_display_floor_only,TN,MT,0.9321807030384325,0.9800312146561883,-2.5477617071143213,4.222109209370816,1500,1500,1500,0.7446666666666667,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","6.917 (-17.78, 29.04)"
BayesSensitivity,raw_annual_draws_display_floor_only,TN,ST,0.5622182956132192,0.6018822647883928,-2.825300085682681,3.6946323607954334,1500,1500,1500,0.6413333333333333,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","4.203 (-20.33, 26.28)"
BayesSensitivity,raw_annual_draws_display_floor_only,TP,MT,-0.44221419632618336,-0.44923843492452353,-1.1603015528725722,0.27698725407060587,1500,1500,1500,0.09466666666666666,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","-31.31 (-156, 11.82)"
BayesSensitivity,raw_annual_draws_display_floor_only,TP,ST,-0.31197823090590837,-0.29917605245961587,-1.0202853286911269,0.30909660552942897,1500,1500,1500,0.166,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","-21.21 (-97.22, 19.71)"
BayesSensitivity,raw_annual_draws_display_floor_only,TSS,MT,171.52563377302482,146.9018707126986,-483.10070608731706,945.4696812342485,1500,1500,1500,0.6813333333333333,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","7.784 (-34.6, 36.79)"
BayesSensitivity,raw_annual_draws_display_floor_only,TSS,ST,200.3439390250898,191.88204310941433,-429.50665771497637,878.8699756156891,1500,1500,1500,0.722,0,0.0,"100 * (CT - treatment) / CT within draw; positive means lower than CT; missing, nonpositive, or <=1e-12 kg CT denominators are invalid and retained in QC","10.53 (-27.54, 39.86)"
